iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,33,33,1,2,10850,2,"['33', '33', '33', '33']",False
2,index_1,23,23,1,2,19176,2,"['23', '23', '23', '23']",False
3,index_2,116,116,1,2,8952,2,"['116', '116', '116', '116']",False
4,index_3,809,809,1,2,13768,2,"['809', '809', '809', '809']",False
5,index_4,197,8603,0,2,53760,2,"['8603', '8603', '2297', '541']",False
6,index_5,385,24,0,2,38070,2,"['24', '24', '24', '24']",False
7,index_6,371,617.0,0,4,95053,2,"['363', '617', '503', '349']",False
8,index_7,601,601,1,2,34141,2,"['601', '601', '601', '601']",False
9,index_8,25,25,1,2,19282,2,"['25', '25', '25', '25']",False
10,index_9,55,55,1,2,8688,2,"['55', '55', '55', '55']",False
11,index_10,540,540,1,2,9336,2,"['540', '540', '540', '540']",False
12,index_11,45,45,1,2,20651,2,"['45', '45', '45', '45']",False
13,index_12,204,204,1,2,6772,2,"['204', '204', '204', '204']",False
14,index_13,699,699,1,2,25834,2,"['699', '699', '699', '699']",False
15,index_14,294,294,1,2,13864,2,"['294', '294', '294', '294']",False
16,index_15,110,110.0,1,4,37097,2,"['110', '179', '110', '155']",False
17,index_16,721,721,1,2,15779,2,"['721', '721', '721', '721']",False
18,index_17,315,15.0,0,4,98400,2,"['24', '15', '15', '6']",False
19,index_18,468,468,1,2,19283,2,"['468', '468', '468', '468']",False
20,index_19,902,1024.0,0,4,66588,2,"['58564', '1022', '2', '1024']",False
21,index_20,211,211,1,2,43106,2,"['211', '211', '211', '211']",False
22,index_21,80,80,1,4,62918,2,"['80', '160', '80', '80']",False
23,index_22,480,480,1,2,23716,2,"['480', '480', '480', '480']",False
24,index_23,236,236,1,2,17261,2,"['236', '236', '236', '236']",False
25,index_24,73,73,1,2,10455,2,"['73', '73', '73', '73']",False
26,index_25,113,113,1,2,23931,2,"['113', '113', '113', '113']",False
27,index_26,127,127.0,1,4,109173,2,"['163', '127', '127', '13']",False
28,index_27,104,104,1,2,33049,2,"['104', '104', '104', '104']",False
29,index_28,104,104,1,2,22872,2,"['104', '104', '104', '104']",False
30,index_29,321,321,1,2,19386,2,"['321', '321', '321', '321']",False
