iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,1,1,103,103,1,79,4174,3772,400,4253,"[""103""]",0.010148146883095212,0.0198759620413958,68.47946834564209
2,index_1,1,1,3375,3375,1,148,1939,1658,279,2087,"[""3375""]",0.0052515570834381535,0.0097885376970784,32.585323095321655
3,index_2,1,1,\frac{1}{576},2^{\sqrt{22 + 20 \log_2 3}},0,167,20472,20227,243,20639,"[""2^{\\sqrt{22 + 20 \\log_2 3}}""]",0.04861577756502977,0.0963909437345886,442.1073741912842
4,index_3,1,1,-984,-982,0,118,13631,13587,42,13749,"[""-982""]",0.032412854662782674,0.0642606291563924,274.87797927856445
5,index_4,1,1,890,890,1,138,6296,5566,728,6434,"[""890""]",0.015378634219046079,0.0301128297093327,106.82769799232483
6,index_5,1,1,\frac{1311}{2017},\dfrac{1311}{2017},1,108,7119,6338,779,7227,"[""\\dfrac{1311}{2017}""]",0.017160298285011335,0.0337741911380109,121.35943412780762
7,index_6,1,1,\frac{9 \sqrt{23}}{23},2,0,138,17419,17059,358,17557,"[""2""]",0.04135143264512658,0.0820443846671149,384.556672334671
8,index_7,1,1,1-\frac{2}{\pi},\dfrac{1}{3},0,151,14437,14201,234,14588,"[""\\dfrac{1}{3}""]",0.03444902033752625,0.0681461555704998,304.2493705749512
9,index_8,1,1,1037,1013,0,238,19378,18936,440,19616,"[""1013""]",0.04639280888413022,0.091608757378764,439.21296739578247
10,index_9,1,1,"\frac{-1+\sqrt{17}}{2}, \frac{-1-\sqrt{17}}{2}",9,0,141,13253,12671,580,13394,"[""9""]",0.03163761280635348,0.0626167525965777,273.53825211524963
11,index_10,1,1,56,72,0,111,12037,11407,628,12148,"[""72""]",0.028658094489858742,0.0567884629754166,240.49157905578613
12,index_11,1,1,29,18,0,142,7819,7322,495,7961,"[""18""]",0.018953623994386052,0.0372113875812598,132.1175835132599
13,index_12,1,1,105,1,0,149,15570,15358,210,15719,"[""1""]",0.037085296576610464,0.0734513935589927,334.6920301914215
14,index_13,1,1,2304,20,0,183,8793,8604,187,8976,"[""20""]",0.021419419418041343,0.0419188522752745,155.7396261692047
15,index_14,1,1,200,120,0,144,4115,3880,233,4259,"[""120""]",0.01031393175851298,0.0199506837032055,68.61791515350342
16,index_15,1,1,6300,1225,0,114,16572,16124,446,16686,"[""1225""]",0.03926156655884776,0.0779346932675782,360.10219073295593
17,index_16,1,1,2^{25} \cdot 26!,(26!)^3,0,142,10407,10043,362,10549,"[""(26!)^3""]",0.02499673294665461,0.0493162967944407,204.8406274318695
18,index_17,1,1,\frac{2025}{101},\dfrac{675}{67},0,217,14675,14351,322,14892,"[""\\dfrac{675}{67}""]",0.035312988928846475,0.0695658671448853,311.9407410621643
19,index_18,1,1,\frac{4}{9},\dfrac{2}{3},0,90,15190,14869,319,15280,"[""\\dfrac{2}{3}""]",0.03592243153633881,0.0713591870283195,322.620813369751
20,index_19,1,1,\frac{448}{3},42,0,166,14580,14168,410,14746,"[""42""]",0.03485298641162488,0.0688933721885974,308.79841232299805
21,index_20,1,1,26,26,1,134,2189,1806,381,2323,"[""26""]",0.005769884521409414,0.0109093626242248,36.30320501327515
22,index_21,1,1,63,63,1,135,5149,4785,362,5284,"[""63""]",0.012686327620717848,0.0247328700590301,86.10504198074341
23,index_22,1,1,8\sqrt{10},8\sqrt{10},1,130,5423,4651,770,5553,"[""8\\sqrt{10}""]",0.013302784395322655,0.0259284166479862,90.35250949859619
24,index_23,1,1,20,25,0,677,14798,14501,295,15475,"[""25""]",0.03774844636961535,0.0723305686318463,318.81832456588745
25,index_24,1,1,\sqrt{23}-2 \sqrt{3},\sqrt{11},0,146,18200,17748,450,18346,"[""\\sqrt{11}""]",0.04321247720373473,0.0857057460957931,402.178724527359
26,index_25,1,1,9\sqrt{15},9\sqrt{15},1,139,7271,6525,744,7410,"[""9\\sqrt{15}""]",0.017659983306784022,0.034670851079728,123.32079076766968
27,index_26,1,1,\frac{7}{18},\dfrac{3}{8},0,151,26042,25317,723,26193,"[""\\dfrac{3}{8}""]",0.06154729343203474,0.1223193603825749,609.5159537792206
28,index_27,1,1,\sqrt{6},6,0,160,7760,7221,537,7920,"[""6""]",0.018899910334005784,0.0369872225958305,131.44187951087952
29,index_28,1,1,14+4\sqrt{37},14 + 4\sqrt{37},1,134,12334,11685,647,12468,"[""14 + 4\\sqrt{37}""]",0.02945901213940448,0.0582828962116117,247.2769374847412
30,index_29,1,1,\sqrt{\frac{95}{24}},\sqrt{55},0,115,22200,21950,248,22315,"[""\\sqrt{55}""]",0.05240790891766005,0.1042367182246133,509.1112332344055
