iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,49,0,0.95,fixed,C,C,1,148,194132,194280,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",63,0.3404968133048655,0.7375028020623179,116.31667041778564
2,index_1,64,2,0,0.95,fixed,D,B,0,16968,229443,246411,"[""C"", ""B""]",50,0.2520321265006339,0.9995516700291416,209.5605456829071
3,index_2,64,59,0,0.95,fixed,C,C,1,179,202631,202810,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",54,0.386343186361936,0.7794216543375925,115.16797494888306
4,index_3,64,30,0,0.95,fixed,B,B,1,153,155069,155222,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B""]",59,0.2588970422856744,0.5753567959351416,96.10711526870728
5,index_4,64,10,0,0.95,fixed,C,C,1,385,210532,210917,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",51,0.3786195257953923,0.9485167750130764,143.30316829681396
6,index_5,64,24,0,0.95,fixed,C,C,1,199,180739,180938,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",55,0.1561486027202736,0.6984980945976238,206.1340115070343
7,index_6,64,10,0,0.95,fixed,C,C,1,191,191320,191511,"[""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C""]",51,0.1228865388329941,0.712994096988717,352.6522407531738
8,index_7,64,4,0,0.95,fixed,D,D,1,32143,261359,293502,"[""C"", ""D"", ""C"", ""D""]",91,0.3433737744060139,0.9999252783381902,250.75496292114255
9,index_8,64,14,0,0.95,fixed,A,C,0,262,174906,175168,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""D"", ""C""]",50,0.2998029494164218,0.7670925801389823,112.37865209579468
10,index_9,64,2,0,0.95,fixed,C,C,1,148,217671,217819,"[""C"", ""C""]",46,0.2884910337235871,0.9612194575207352,162.40736985206604
